name,namespace,node_name_list,node_num,init_replicas,target_replicas,delta_replicas,scaling_t,is_wait_until_no_unavailable,cpu_limit,mem_limit,cpu_requests,mem_requests
busybox,default,['k8s02'],1,0,9,9,7.4004011154174805,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,9,9,7.540524959564209,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,9,9,7.537627696990967,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,9,9,7.68474006652832,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,9,9,7.386892557144165,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,9,9,7.619696378707886,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,9,9,7.577055931091309,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,9,9,7.591125726699829,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,9,9,7.34246301651001,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.548909187316895,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.354575634002686,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.318864822387695,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.507103681564331,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.549537658691406,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.330878973007202,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.77988600730896,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.312852144241333,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.562034606933594,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.561632633209229,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.522930383682251,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.360574722290039,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.351640939712524,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.592609405517578,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.336979389190674,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.523086071014404,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.133049964904785,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.565882444381714,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.561529874801636,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,10,10,8.322798728942871,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.350617170333862,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.401841878890991,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.606230735778809,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.587118148803711,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.006242513656616,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.322957754135132,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.15091872215271,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.529945135116577,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.60000467300415,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.533818006515503,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.733067035675049,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.554660081863403,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.588850736618042,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.385077714920044,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.54341173171997,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.585104703903198,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.537670373916626,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.553232431411743,False,0.1,64,0.1,64
